occupation,race,employee_new,year
Professional and related occupations,Asian,122000,2018
Protective service occupations,Asian,34000,2018
"Service occupations, except protective",Asian,30000,2018
Sales and related occupations,Asian,1000,2018
Office and administrative support occupations,Asian,53000,2018
"Farming, fishing, and forestry occupations",Asian,1000,2018
Construction and extraction occupations,Asian,5000,2018
"Installation, maintenance, and repair occupations",Asian,4000,2018
Production occupations,Asian,4000,2018
Transportation and material moving occupations,Asian,5000,2018
"Management, business, and financial operations occupations",Black or African American,10000,2017
Professional and related occupations,Black or African American,1000,2017
Protective service occupations,Black or African American,0,2017
"Service occupations, except protective",Black or African American,3000,2017
Sales and related occupations,Black or African American,0,2017
Office and administrative support occupations,Black or African American,3000,2017
"Farming, fishing, and forestry occupations",Black or African American,42000,2017
Construction and extraction occupations,Black or African American,0,2017
"Installation, maintenance, and repair occupations",Black or African American,1000,2017
Production occupations,Black or African American,2000,2017
Transportation and material moving occupations,Black or African American,11000,2017
"Management, business, and financial operations occupations",Black or African American,4000,2017
Professional and related occupations,Black or African American,6000,2017
Protective service occupations,Black or African American,0,2017
"Service occupations, except protective",Black or African American,1000,2017
Sales and related occupations,Black or African American,0,2017
Office and administrative support occupations,Black or African American,6000,2017
"Farming, fishing, and forestry occupations",Black or African American,0,2017
Construction and extraction occupations,Black or African American,13000,2017
"Installation, maintenance, and repair occupations",Black or African American,3000,2017
Production occupations,Black or African American,4000,2017
Transportation and material moving occupations,Black or African American,6000,2017
"Management, business, and financial operations occupations",Black or African American,80000,2017
Professional and related occupations,Black or African American,17000,2017
Protective service occupations,Black or African American,1000,2017
"Service occupations, except protective",Black or African American,4000,2017
Sales and related occupations,Black or African American,1000,2017
Office and administrative support occupations,Black or African American,16000,2017
"Farming, fishing, and forestry occupations",Black or African American,0,2017
Construction and extraction occupations,Black or African American,460000,2017
"Installation, maintenance, and repair occupations",Black or African American,33000,2017
Production occupations,Black or African American,17000,2017
Transportation and material moving occupations,Black or African American,22000,2017
"Management, business, and financial operations occupations",Black or African American,120000,2017
Professional and related occupations,Black or African American,113000,2017
Protective service occupations,Black or African American,6000,2017
"Service occupations, except protective",Black or African American,26000,2017
Sales and related occupations,Black or African American,34000,2017
Office and administrative support occupations,Black or African American,131000,2017
"Farming, fishing, and forestry occupations",Black or African American,7000,2017
Construction and extraction occupations,Black or African American,18000,2017
"Installation, maintenance, and repair occupations",Black or African American,47000,2017
Production occupations,Black or African American,840000,2017
Transportation and material moving occupations,Black or African American,213000,2017
"Management, business, and financial operations occupations",Black or African American,70000,2017
Professional and related occupations,Black or African American,68000,2017
Protective service occupations,Black or African American,5000,2017
"Service occupations, except protective",Black or African American,10000,2017
Sales and related occupations,Black or African American,17000,2017
Office and administrative support occupations,Black or African American,77000,2017
"Farming, fishing, and forestry occupations",Black or African American,0,2017
Construction and extraction occupations,Black or African American,14000,2017
"Installation, maintenance, and repair occupations",Black or African American,35000,2017
Production occupations,Black or African American,496000,2017
Transportation and material moving occupations,Black or African American,115000,2017
"Management, business, and financial operations occupations",Black or African American,50000,2017
Professional and related occupations,Black or African American,45000,2017
Protective service occupations,Black or African American,1000,2017
"Service occupations, except protective",Black or African American,16000,2017
Sales and related occupations,Black or African American,17000,2017
Office and administrative support occupations,Black or African American,54000,2017
"Farming, fishing, and forestry occupations",Black or African American,7000,2017
Construction and extraction occupations,Black or African American,4000,2017
"Installation, maintenance, and repair occupations",Black or African American,12000,2017
Production occupations,Black or African American,344000,2017
Transportation and material moving occupations,Black or African American,99000,2017
"Management, business, and financial operations occupations",Black or African American,101000,2017
Professional and related occupations,Black or African American,88000,2017
Protective service occupations,Black or African American,11000,2017
"Service occupations, except protective",Black or African American,99000,2017
Sales and related occupations,Black or African American,1135000,2017
Office and administrative support occupations,Black or African American,484000,2017
"Farming, fishing, and forestry occupations",Black or African American,7000,2017
Construction and extraction occupations,Black or African American,6000,2017
"Installation, maintenance, and repair occupations",Black or African American,55000,2017
Production occupations,Black or African American,70000,2017
Transportation and material moving occupations,Black or African American,324000,2017
"Management, business, and financial operations occupations",Black or African American,24000,2017
Professional and related occupations,Black or African American,9000,2017
Protective service occupations,Black or African American,0,2017
"Service occupations, except protective",Black or African American,6000,2017
Sales and related occupations,Black or African American,65000,2017
Office and administrative support occupations,Black or African American,59000,2017
"Farming, fishing, and forestry occupations",Black or African American,7000,2017
Construction and extraction occupations,Black or African American,4000,2017
"Installation, maintenance, and repair occupations",Black or African American,10000,2017
Production occupations,Black or African American,16000,2017
Transportation and material moving occupations,Black or African American,134000,2017
"Management, business, and financial operations occupations",Black or African American,77000,2017
Professional and related occupations,Black or African American,78000,2017
Protective service occupations,Black or African American,11000,2017
"Service occupations, except protective",Black or African American,93000,2017
Sales and related occupations,Black or African American,1070000,2017
Office and administrative support occupations,Black or African American,425000,2017
"Farming, fishing, and forestry occupations",Black or African American,1000,2017
Construction and extraction occupations,Black or African American,2000,2017
"Installation, maintenance, and repair occupations",Black or African American,46000,2017
Production occupations,Black or African American,54000,2017
Transportation and material moving occupations,Black or African American,190000,2017
"Management, business, and financial operations occupations",Black or African American,90000,2017
Professional and related occupations,Black or African American,37000,2017
Protective service occupations,Black or African American,8000,2017
"Service occupations, except protective",Black or African American,43000,2017
Sales and related occupations,Black or African American,12000,2017
Office and administrative support occupations,Black or African American,383000,2017
"Farming, fishing, and forestry occupations",Black or African American,0,2017
Construction and extraction occupations,Black or African American,11000,2017
"Installation, maintenance, and repair occupations",Black or African American,46000,2017
Production occupations,Black or African American,37000,2017
Transportation and material moving occupations,Black or African American,865000,2017
"Management, business, and financial operations occupations",Black or African American,45000,2017
Professional and related occupations,Black or African American,99000,2017
Protective service occupations,Black or African American,1000,2017
"Service occupations, except protective",Black or African American,7000,2017
Sales and related occupations,Black or African American,45000,2017
Office and administrative support occupations,Black or African American,82000,2017
"Farming, fishing, and forestry occupations",Black or African American,0,2017
Construction and extraction occupations,Black or African American,0,2017
"Installation, maintenance, and repair occupations",Black or African American,47000,2017
Production occupations,Black or African American,3000,2017
Transportation and material moving occupations,Black or African American,7000,2017
"Management, business, and financial operations occupations",Black or African American,392000,2017
Professional and related occupations,Black or African American,99000,2017
Protective service occupations,Black or African American,16000,2017
"Service occupations, except protective",Black or African American,58000,2017
Sales and related occupations,Black or African American,186000,2017
Office and administrative support occupations,Black or African American,293000,2017
"Farming, fishing, and forestry occupations",Black or African American,0,2017
Construction and extraction occupations,Black or African American,4000,2017
"Installation, maintenance, and repair occupations",Black or African American,19000,2017
Production occupations,Black or African American,5000,2017
Transportation and material moving occupations,Black or African American,20000,2017
"Management, business, and financial operations occupations",Black or African American,331000,2017
Professional and related occupations,Black or African American,394000,2017
Protective service occupations,Black or African American,185000,2017
"Service occupations, except protective",Black or African American,360000,2017
Sales and related occupations,Black or African American,62000,2017
Office and administrative support occupations,Black or African American,324000,2017
"Farming, fishing, and forestry occupations",Black or African American,1000,2017
Construction and extraction occupations,Black or African American,13000,2017
"Installation, maintenance, and repair occupations",Black or African American,32000,2017
Production occupations,Black or African American,44000,2017
Transportation and material moving occupations,Black or African American,133000,2017
"Management, business, and financial operations occupations",Black or African American,407000,2017
Professional and related occupations,Black or African American,2289000,2017
Protective service occupations,Black or African American,51000,2017
"Service occupations, except protective",Black or African American,1689000,2017
Sales and related occupations,Black or African American,15000,2017
Office and administrative support occupations,Black or African American,505000,2017
"Farming, fishing, and forestry occupations",Black or African American,0,2017
Construction and extraction occupations,Black or African American,14000,2017
"Installation, maintenance, and repair occupations",Black or African American,26000,2017
Production occupations,Black or African American,34000,2017
Transportation and material moving occupations,Black or African American,89000,2017
"Management, business, and financial operations occupations",Black or African American,189000,2017
Professional and related occupations,Black or African American,87000,2017
Protective service occupations,Black or African American,33000,2017
"Service occupations, except protective",Black or African American,1166000,2017
Sales and related occupations,Black or African American,229000,2017
Office and administrative support occupations,Black or African American,89000,2017
"Farming, fishing, and forestry occupations",Black or African American,0,2017
Construction and extraction occupations,Black or African American,2000,2017
"Installation, maintenance, and repair occupations",Black or African American,9000,2017
Production occupations,Black or African American,22000,2017
Transportation and material moving occupations,Black or African American,54000,2017
"Management, business, and financial operations occupations",Black or African American,72000,2017
Professional and related occupations,Black or African American,115000,2017
Protective service occupations,Black or African American,3000,2017
"Service occupations, except protective",Black or African American,354000,2017
Sales and related occupations,Black or African American,31000,2017
Office and administrative support occupations,Black or African American,52000,2017
"Farming, fishing, and forestry occupations",Black or African American,0,2017
Construction and extraction occupations,Black or African American,0,2017
"Installation, maintenance, and repair occupations",Black or African American,92000,2017
Production occupations,Black or African American,43000,2017
Transportation and material moving occupations,Black or African American,74000,2017
"Management, business, and financial operations occupations",Black or African American,71000,2017
Professional and related occupations,Black or African American,113000,2017
Protective service occupations,Black or African American,3000,2017
"Service occupations, except protective",Black or African American,290000,2017
Sales and related occupations,Black or African American,31000,2017
Office and administrative support occupations,Black or African American,52000,2017
"Farming, fishing, and forestry occupations",Black or African American,0,2017
Construction and extraction occupations,Black or African American,0,2017
"Installation, maintenance, and repair occupations",Black or African American,92000,2017
Production occupations,Black or African American,43000,2017
Transportation and material moving occupations,Black or African American,73000,2017
"Management, business, and financial operations occupations",Black or African American,0,2017
Professional and related occupations,Black or African American,2000,2017
Protective service occupations,Black or African American,0,2017
"Service occupations, except protective",Black or African American,64000,2017
Sales and related occupations,Black or African American,0,2017
Office and administrative support occupations,Black or African American,0,2017
"Farming, fishing, and forestry occupations",Black or African American,0,2017
Construction and extraction occupations,Black or African American,0,2017
"Installation, maintenance, and repair occupations",Black or African American,0,2017
Production occupations,Black or African American,0,2017
Transportation and material moving occupations,Black or African American,1000,2017
"Management, business, and financial operations occupations",Black or African American,234000,2017
Professional and related occupations,Black or African American,301000,2017
Protective service occupations,Black or African American,323000,2017
"Service occupations, except protective",Black or African American,54000,2017
Sales and related occupations,Black or African American,7000,2017
Office and administrative support occupations,Black or African American,224000,2017
"Farming, fishing, and forestry occupations",Black or African American,0,2017
Construction and extraction occupations,Black or African American,10000,2017
"Installation, maintenance, and repair occupations",Black or African American,20000,2017
Production occupations,Black or African American,10000,2017
Transportation and material moving occupations,Black or African American,26000,2017
"Management, business, and financial operations occupations",Asian,14000,2017
Professional and related occupations,Asian,2000,2017
Protective service occupations,Asian,0,2017
"Service occupations, except protective",Asian,1000,2017
Sales and related occupations,Asian,0,2017
Office and administrative support occupations,Asian,2000,2017
"Farming, fishing, and forestry occupations",Asian,12000,2017
Construction and extraction occupations,Asian,0,2017
"Installation, maintenance, and repair occupations",Asian,1000,2017
Production occupations,Asian,1000,2017
Transportation and material moving occupations,Asian,2000,2017
"Management, business, and financial operations occupations",Asian,3000,2017
Professional and related occupations,Asian,10000,2017
Protective service occupations,Asian,0,2017
"Service occupations, except protective",Asian,0,2017
Sales and related occupations,Asian,0,2017
Office and administrative support occupations,Asian,0,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,4000,2017
"Installation, maintenance, and repair occupations",Asian,1000,2017
Production occupations,Asian,2000,2017
Transportation and material moving occupations,Asian,1000,2017
"Management, business, and financial operations occupations",Asian,47000,2017
Professional and related occupations,Asian,18000,2017
Protective service occupations,Asian,2000,2017
"Service occupations, except protective",Asian,1000,2017
Sales and related occupations,Asian,2000,2017
Office and administrative support occupations,Asian,11000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,104000,2017
"Installation, maintenance, and repair occupations",Asian,13000,2017
Production occupations,Asian,2000,2017
Transportation and material moving occupations,Asian,2000,2017
"Management, business, and financial operations occupations",Asian,188000,2017
Professional and related occupations,Asian,358000,2017
Protective service occupations,Asian,2000,2017
"Service occupations, except protective",Asian,12000,2017
Sales and related occupations,Asian,25000,2017
Office and administrative support occupations,Asian,50000,2017
"Farming, fishing, and forestry occupations",Asian,2000,2017
Construction and extraction occupations,Asian,6000,2017
"Installation, maintenance, and repair occupations",Asian,20000,2017
Production occupations,Asian,395000,2017
Transportation and material moving occupations,Asian,39000,2017
"Management, business, and financial operations occupations",Asian,118000,2017
Professional and related occupations,Asian,278000,2017
Protective service occupations,Asian,2000,2017
"Service occupations, except protective",Asian,4000,2017
Sales and related occupations,Asian,10000,2017
Office and administrative support occupations,Asian,30000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,6000,2017
"Installation, maintenance, and repair occupations",Asian,15000,2017
Production occupations,Asian,246000,2017
Transportation and material moving occupations,Asian,19000,2017
"Management, business, and financial operations occupations",Asian,70000,2017
Professional and related occupations,Asian,80000,2017
Protective service occupations,Asian,0,2017
"Service occupations, except protective",Asian,9000,2017
Sales and related occupations,Asian,15000,2017
Office and administrative support occupations,Asian,21000,2017
"Farming, fishing, and forestry occupations",Asian,2000,2017
Construction and extraction occupations,Asian,1000,2017
"Installation, maintenance, and repair occupations",Asian,5000,2017
Production occupations,Asian,149000,2017
Transportation and material moving occupations,Asian,20000,2017
"Management, business, and financial operations occupations",Asian,105000,2017
Professional and related occupations,Asian,157000,2017
Protective service occupations,Asian,3000,2017
"Service occupations, except protective",Asian,30000,2017
Sales and related occupations,Asian,586000,2017
Office and administrative support occupations,Asian,155000,2017
"Farming, fishing, and forestry occupations",Asian,4000,2017
Construction and extraction occupations,Asian,1000,2017
"Installation, maintenance, and repair occupations",Asian,27000,2017
Production occupations,Asian,35000,2017
Transportation and material moving occupations,Asian,92000,2017
"Management, business, and financial operations occupations",Asian,41000,2017
Professional and related occupations,Asian,21000,2017
Protective service occupations,Asian,1000,2017
"Service occupations, except protective",Asian,1000,2017
Sales and related occupations,Asian,60000,2017
Office and administrative support occupations,Asian,33000,2017
"Farming, fishing, and forestry occupations",Asian,4000,2017
Construction and extraction occupations,Asian,0,2017
"Installation, maintenance, and repair occupations",Asian,3000,2017
Production occupations,Asian,9000,2017
Transportation and material moving occupations,Asian,35000,2017
"Management, business, and financial operations occupations",Asian,64000,2017
Professional and related occupations,Asian,135000,2017
Protective service occupations,Asian,3000,2017
"Service occupations, except protective",Asian,29000,2017
Sales and related occupations,Asian,526000,2017
Office and administrative support occupations,Asian,121000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,1000,2017
"Installation, maintenance, and repair occupations",Asian,24000,2017
Production occupations,Asian,25000,2017
Transportation and material moving occupations,Asian,57000,2017
"Management, business, and financial operations occupations",Asian,43000,2017
Professional and related occupations,Asian,33000,2017
Protective service occupations,Asian,0,2017
"Service occupations, except protective",Asian,7000,2017
Sales and related occupations,Asian,4000,2017
Office and administrative support occupations,Asian,78000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,5000,2017
"Installation, maintenance, and repair occupations",Asian,17000,2017
Production occupations,Asian,5000,2017
Transportation and material moving occupations,Asian,211000,2017
"Management, business, and financial operations occupations",Asian,48000,2017
Professional and related occupations,Asian,128000,2017
Protective service occupations,Asian,0,2017
"Service occupations, except protective",Asian,1000,2017
Sales and related occupations,Asian,16000,2017
Office and administrative support occupations,Asian,18000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,2000,2017
"Installation, maintenance, and repair occupations",Asian,7000,2017
Production occupations,Asian,2000,2017
Transportation and material moving occupations,Asian,1000,2017
"Management, business, and financial operations occupations",Asian,298000,2017
Professional and related occupations,Asian,164000,2017
Protective service occupations,Asian,3000,2017
"Service occupations, except protective",Asian,17000,2017
Sales and related occupations,Asian,122000,2017
Office and administrative support occupations,Asian,107000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,1000,2017
"Installation, maintenance, and repair occupations",Asian,6000,2017
Production occupations,Asian,4000,2017
Transportation and material moving occupations,Asian,2000,2017
"Management, business, and financial operations occupations",Asian,440000,2017
Professional and related occupations,Asian,829000,2017
Protective service occupations,Asian,27000,2017
"Service occupations, except protective",Asian,81000,2017
Sales and related occupations,Asian,29000,2017
Office and administrative support occupations,Asian,103000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,4000,2017
"Installation, maintenance, and repair occupations",Asian,14000,2017
Production occupations,Asian,27000,2017
Transportation and material moving occupations,Asian,18000,2017
"Management, business, and financial operations occupations",Asian,158000,2017
Professional and related occupations,Asian,1361000,2017
Protective service occupations,Asian,6000,2017
"Service occupations, except protective",Asian,383000,2017
Sales and related occupations,Asian,4000,2017
Office and administrative support occupations,Asian,153000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,1000,2017
"Installation, maintenance, and repair occupations",Asian,7000,2017
Production occupations,Asian,14000,2017
Transportation and material moving occupations,Asian,14000,2017
"Management, business, and financial operations occupations",Asian,191000,2017
Professional and related occupations,Asian,54000,2017
Protective service occupations,Asian,7000,2017
"Service occupations, except protective",Asian,554000,2017
Sales and related occupations,Asian,71000,2017
Office and administrative support occupations,Asian,54000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,1000,2017
"Installation, maintenance, and repair occupations",Asian,2000,2017
Production occupations,Asian,12000,2017
Transportation and material moving occupations,Asian,19000,2017
"Management, business, and financial operations occupations",Asian,29000,2017
Professional and related occupations,Asian,47000,2017
Protective service occupations,Asian,0,2017
"Service occupations, except protective",Asian,386000,2017
Sales and related occupations,Asian,22000,2017
Office and administrative support occupations,Asian,27000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,0,2017
"Installation, maintenance, and repair occupations",Asian,41000,2017
Production occupations,Asian,24000,2017
Transportation and material moving occupations,Asian,17000,2017
"Management, business, and financial operations occupations",Asian,28000,2017
Professional and related occupations,Asian,46000,2017
Protective service occupations,Asian,0,2017
"Service occupations, except protective",Asian,365000,2017
Sales and related occupations,Asian,22000,2017
Office and administrative support occupations,Asian,26000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,0,2017
"Installation, maintenance, and repair occupations",Asian,41000,2017
Production occupations,Asian,24000,2017
Transportation and material moving occupations,Asian,17000,2017
"Management, business, and financial operations occupations",Asian,1000,2017
Professional and related occupations,Asian,0,2017
Protective service occupations,Asian,0,2017
"Service occupations, except protective",Asian,21000,2017
Sales and related occupations,Asian,0,2017
Office and administrative support occupations,Asian,1000,2017
"Farming, fishing, and forestry occupations",Asian,0,2017
Construction and extraction occupations,Asian,0,2017
"Installation, maintenance, and repair occupations",Asian,0,2017
Production occupations,Asian,0,2017
Transportation and material moving occupations,Asian,0,2017
"Management, business, and financial operations occupations",Asian,59000,2017
Professional and related occupations,Asian,131000,2017
Protective service occupations,Asian,40000,2017
"Service occupations, except protective",Asian,20000,2017
Sales and related occupations,Asian,3000,2017
Office and administrative support occupations,Asian,47000,2017
"Farming, fishing, and forestry occupations",Asian,2000,2017
Construction and extraction occupations,Asian,2000,2017
"Installation, maintenance, and repair occupations",Asian,7000,2017
Production occupations,Asian,3000,2017
Transportation and material moving occupations,Asian,6000,2017
"Management, business, and financial operations occupations",Black or African American,11000,2016
Professional and related occupations,Black or African American,1000,2016
Protective service occupations,Black or African American,2000,2016
"Service occupations, except protective",Black or African American,2000,2016
Sales and related occupations,Black or African American,1000,2016
Office and administrative support occupations,Black or African American,1000,2016
"Farming, fishing, and forestry occupations",Black or African American,31000,2016
Construction and extraction occupations,Black or African American,0,2016
"Installation, maintenance, and repair occupations",Black or African American,0,2016
Production occupations,Black or African American,5000,2016
Transportation and material moving occupations,Black or African American,12000,2016
"Management, business, and financial operations occupations",Black or African American,8000,2016
Professional and related occupations,Black or African American,7000,2016
Protective service occupations,Black or African American,0,2016
"Service occupations, except protective",Black or African American,1000,2016
Sales and related occupations,Black or African American,0,2016
Office and administrative support occupations,Black or African American,6000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,15000,2016
"Installation, maintenance, and repair occupations",Black or African American,3000,2016
Production occupations,Black or African American,5000,2016
Transportation and material moving occupations,Black or African American,6000,2016
"Management, business, and financial operations occupations",Black or African American,71000,2016
Professional and related occupations,Black or African American,15000,2016
Protective service occupations,Black or African American,3000,2016
"Service occupations, except protective",Black or African American,9000,2016
Sales and related occupations,Black or African American,2000,2016
Office and administrative support occupations,Black or African American,20000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,416000,2016
"Installation, maintenance, and repair occupations",Black or African American,34000,2016
Production occupations,Black or African American,8000,2016
Transportation and material moving occupations,Black or African American,20000,2016
"Management, business, and financial operations occupations",Black or African American,107000,2016
Professional and related occupations,Black or African American,127000,2016
Protective service occupations,Black or African American,5000,2016
"Service occupations, except protective",Black or African American,39000,2016
Sales and related occupations,Black or African American,28000,2016
Office and administrative support occupations,Black or African American,128000,2016
"Farming, fishing, and forestry occupations",Black or African American,13000,2016
Construction and extraction occupations,Black or African American,24000,2016
"Installation, maintenance, and repair occupations",Black or African American,41000,2016
Production occupations,Black or African American,794000,2016
Transportation and material moving occupations,Black or African American,228000,2016
"Management, business, and financial operations occupations",Black or African American,56000,2016
Professional and related occupations,Black or African American,75000,2016
Protective service occupations,Black or African American,2000,2016
"Service occupations, except protective",Black or African American,17000,2016
Sales and related occupations,Black or African American,10000,2016
Office and administrative support occupations,Black or African American,79000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,18000,2016
"Installation, maintenance, and repair occupations",Black or African American,26000,2016
Production occupations,Black or African American,471000,2016
Transportation and material moving occupations,Black or African American,110000,2016
"Management, business, and financial operations occupations",Black or African American,51000,2016
Professional and related occupations,Black or African American,52000,2016
Protective service occupations,Black or African American,3000,2016
"Service occupations, except protective",Black or African American,23000,2016
Sales and related occupations,Black or African American,18000,2016
Office and administrative support occupations,Black or African American,49000,2016
"Farming, fishing, and forestry occupations",Black or African American,13000,2016
Construction and extraction occupations,Black or African American,5000,2016
"Installation, maintenance, and repair occupations",Black or African American,15000,2016
Production occupations,Black or African American,323000,2016
Transportation and material moving occupations,Black or African American,118000,2016
"Management, business, and financial operations occupations",Black or African American,104000,2016
Professional and related occupations,Black or African American,106000,2016
Protective service occupations,Black or African American,9000,2016
"Service occupations, except protective",Black or African American,93000,2016
Sales and related occupations,Black or African American,1100000,2016
Office and administrative support occupations,Black or African American,479000,2016
"Farming, fishing, and forestry occupations",Black or African American,6000,2016
Construction and extraction occupations,Black or African American,9000,2016
"Installation, maintenance, and repair occupations",Black or African American,56000,2016
Production occupations,Black or African American,60000,2016
Transportation and material moving occupations,Black or African American,268000,2016
"Management, business, and financial operations occupations",Black or African American,33000,2016
Professional and related occupations,Black or African American,14000,2016
Protective service occupations,Black or African American,0,2016
"Service occupations, except protective",Black or African American,7000,2016
Sales and related occupations,Black or African American,63000,2016
Office and administrative support occupations,Black or African American,60000,2016
"Farming, fishing, and forestry occupations",Black or African American,6000,2016
Construction and extraction occupations,Black or African American,2000,2016
"Installation, maintenance, and repair occupations",Black or African American,7000,2016
Production occupations,Black or African American,13000,2016
Transportation and material moving occupations,Black or African American,100000,2016
"Management, business, and financial operations occupations",Black or African American,71000,2016
Professional and related occupations,Black or African American,91000,2016
Protective service occupations,Black or African American,9000,2016
"Service occupations, except protective",Black or African American,86000,2016
Sales and related occupations,Black or African American,1037000,2016
Office and administrative support occupations,Black or African American,419000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,7000,2016
"Installation, maintenance, and repair occupations",Black or African American,49000,2016
Production occupations,Black or African American,47000,2016
Transportation and material moving occupations,Black or African American,167000,2016
"Management, business, and financial operations occupations",Black or African American,85000,2016
Professional and related occupations,Black or African American,34000,2016
Protective service occupations,Black or African American,5000,2016
"Service occupations, except protective",Black or African American,24000,2016
Sales and related occupations,Black or African American,17000,2016
Office and administrative support occupations,Black or African American,335000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,21000,2016
"Installation, maintenance, and repair occupations",Black or African American,45000,2016
Production occupations,Black or African American,48000,2016
Transportation and material moving occupations,Black or African American,828000,2016
"Management, business, and financial operations occupations",Black or African American,53000,2016
Professional and related occupations,Black or African American,78000,2016
Protective service occupations,Black or African American,1000,2016
"Service occupations, except protective",Black or African American,14000,2016
Sales and related occupations,Black or African American,48000,2016
Office and administrative support occupations,Black or African American,74000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,0,2016
"Installation, maintenance, and repair occupations",Black or African American,44000,2016
Production occupations,Black or African American,3000,2016
Transportation and material moving occupations,Black or African American,3000,2016
"Management, business, and financial operations occupations",Black or African American,372000,2016
Professional and related occupations,Black or African American,68000,2016
Protective service occupations,Black or African American,14000,2016
"Service occupations, except protective",Black or African American,55000,2016
Sales and related occupations,Black or African American,191000,2016
Office and administrative support occupations,Black or African American,302000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,5000,2016
"Installation, maintenance, and repair occupations",Black or African American,39000,2016
Production occupations,Black or African American,8000,2016
Transportation and material moving occupations,Black or African American,24000,2016
"Management, business, and financial operations occupations",Black or African American,319000,2016
Professional and related occupations,Black or African American,346000,2016
Protective service occupations,Black or African American,180000,2016
"Service occupations, except protective",Black or African American,329000,2016
Sales and related occupations,Black or African American,64000,2016
Office and administrative support occupations,Black or African American,318000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,21000,2016
"Installation, maintenance, and repair occupations",Black or African American,27000,2016
Production occupations,Black or African American,56000,2016
Transportation and material moving occupations,Black or African American,125000,2016
"Management, business, and financial operations occupations",Black or African American,439000,2016
Professional and related occupations,Black or African American,2148000,2016
Protective service occupations,Black or African American,62000,2016
"Service occupations, except protective",Black or African American,1837000,2016
Sales and related occupations,Black or African American,17000,2016
Office and administrative support occupations,Black or African American,453000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,8000,2016
"Installation, maintenance, and repair occupations",Black or African American,23000,2016
Production occupations,Black or African American,28000,2016
Transportation and material moving occupations,Black or African American,88000,2016
"Management, business, and financial operations occupations",Black or African American,164000,2016
Professional and related occupations,Black or African American,85000,2016
Protective service occupations,Black or African American,29000,2016
"Service occupations, except protective",Black or African American,1131000,2016
Sales and related occupations,Black or African American,234000,2016
Office and administrative support occupations,Black or African American,83000,2016
"Farming, fishing, and forestry occupations",Black or African American,1000,2016
Construction and extraction occupations,Black or African American,5000,2016
"Installation, maintenance, and repair occupations",Black or African American,9000,2016
Production occupations,Black or African American,16000,2016
Transportation and material moving occupations,Black or African American,32000,2016
"Management, business, and financial operations occupations",Black or African American,74000,2016
Professional and related occupations,Black or African American,111000,2016
Protective service occupations,Black or African American,2000,2016
"Service occupations, except protective",Black or African American,313000,2016
Sales and related occupations,Black or African American,29000,2016
Office and administrative support occupations,Black or African American,51000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,1000,2016
"Installation, maintenance, and repair occupations",Black or African American,92000,2016
Production occupations,Black or African American,52000,2016
Transportation and material moving occupations,Black or African American,54000,2016
"Management, business, and financial operations occupations",Black or African American,74000,2016
Professional and related occupations,Black or African American,110000,2016
Protective service occupations,Black or African American,2000,2016
"Service occupations, except protective",Black or African American,262000,2016
Sales and related occupations,Black or African American,29000,2016
Office and administrative support occupations,Black or African American,50000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,1000,2016
"Installation, maintenance, and repair occupations",Black or African American,92000,2016
Production occupations,Black or African American,51000,2016
Transportation and material moving occupations,Black or African American,52000,2016
"Management, business, and financial operations occupations",Black or African American,0,2016
Professional and related occupations,Black or African American,1000,2016
Protective service occupations,Black or African American,0,2016
